[00:00:003.19 --> 00:00:008.29] [Interviewer]  Hello and welcome everyone. I'm Corey Hofstein and this is Flirting with Models, the podcast
[00:48:003.05 --> 00:48:012.55] [Interviewer]  It can be anything from vanilla market beta to complex option strategies and everything in between.
[00:48:012.63 --> 00:48:013.41] [Interviewer]  What would it be?
[00:48:014.09 --> 00:48:020.31] [Customer]  I would describe my investment approach as machine learning applied to long-term fundamental
[00:48:020.31 --> 00:48:021.03] [Customer]  investing.
[00:48:022.36 --> 00:48:026.24] [Interviewer]  why do you feel that that investment approach describes your personality?
[00:48:027.17 --> 00:48:033.09] [Customer]  Well, I think it's largely to do with the fact that I built a business over more than a decade.
[00:48:033.43 --> 00:48:042.21] [Customer]  And that experience really embedded in me a sense that value is created in companies, not in markets.
[00:48:042.21 --> 00:48:057.53] [Customer]  And combined with my long expertise and enthusiasm for machine learning, I think those two things really drove my desire to approach investing in this way.
[00:48:058.00 --> 00:49:001.18] [Interviewer]  John, it's been a real pleasure chatting today. Thank you for taking the time.
[00:49:003.30 --> 00:49:008.86] [Interviewer]  I hope you enjoyed my conversation with John Allberg. You can find more of John on Twitter
[00:49:008.86 --> 00:49:015.30] [Interviewer]  under the handle John Allberg and learn more about Euclidean on their website, Euclidean.com.
[00:49:015.60 --> 00:49:023.60] [Interviewer]  For show notes, please see www.flirtingwithmodels.com slash podcast. And as always,
[00:49:023.60 --> 00:49:027.72] [Interviewer]  if you enjoyed the show, we'd urge you to share it with others via email,
[00:49:027.86 --> 00:49:031.62] [Interviewer]  social media, and don't forget to leave us a review on iTunes.
